default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,personal_status,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
0,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),2181,unknown/ no savings account,.. >= 7 years,4,male,single,none,4,real estate,36,none,own,2,skilled employee / official,1,none,yes
0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1098,... < 100 DM,unemployed,4,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",65,none,own,2,unemployed/ unskilled - non-resident,1,none,yes
1,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4057,... < 100 DM,4 <= ... < 7 years,3,male,divorced,none,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,12,existing credits paid back duly till now,(vacation - does not exist?),795,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),business,2825,unknown/ no savings account,4 <= ... < 7 years,4,male,single,none,3,unknown / no property,34,none,own,2,skilled employee / official,2,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,48,existing credits paid back duly till now,business,15672,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,36,critical account/ other credits existing (not at this bank),car (new),6614,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,28,all credits at this bank paid back duly,car (used),7824,unknown/ no savings account,... < 1 year,3,male,single,guarantor,4,real estate,40,bank,rent,2,skilled employee / official,2,"yes, registered under the customers name",yes
0,< 0 DM,27,critical account/ other credits existing (not at this bank),business,2442,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",43,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
0,no checking account,15,critical account/ other credits existing (not at this bank),domestic appliances,1829,... < 100 DM,.. >= 7 years,4,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",46,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,< 0 DM,12,critical account/ other credits existing (not at this bank),car (new),2171,... < 100 DM,1 <= ... < 4 years,4,male,single,none,4,if not A121 : building society savings agreement/ life insurance,38,bank,own,2,unskilled - resident,1,none,no
0,0 <= ... < 200 DM,36,critical account/ other credits existing (not at this bank),car (used),5800,... < 100 DM,1 <= ... < 4 years,3,male,single,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,18,critical account/ other credits existing (not at this bank),domestic appliances,1169,unknown/ no savings account,1 <= ... < 4 years,4,male,single,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,36,delay in paying off in the past,car (used),8947,unknown/ no savings account,4 <= ... < 7 years,3,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
0,< 0 DM,21,existing credits paid back duly till now,domestic appliances,2606,... < 100 DM,... < 1 year,4,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,28,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1592,.. >= 1000 DM,4 <= ... < 7 years,3,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,no
0,no checking account,15,existing credits paid back duly till now,radio/television,2186,unknown/ no savings account,4 <= ... < 7 years,1,female,divorced,none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes
1,< 0 DM,18,existing credits paid back duly till now,radio/television,4153,... < 100 DM,1 <= ... < 4 years,2,male,single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,16,critical account/ other credits existing (not at this bank),car (new),2625,... < 100 DM,.. >= 7 years,2,male,single,guarantor,4,if not A121 : building society savings agreement/ life insurance,43,bank,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,20,critical account/ other credits existing (not at this bank),car (new),3485,unknown/ no savings account,... < 1 year,2,male,divorced,none,4,real estate,44,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,36,critical account/ other credits existing (not at this bank),car (used),10477,unknown/ no savings account,.. >= 7 years,2,male,single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes
0,no checking account,15,existing credits paid back duly till now,domestic appliances,1386,unknown/ no savings account,1 <= ... < 4 years,4,male,married,none,2,real estate,40,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
0,no checking account,24,existing credits paid back duly till now,domestic appliances,1278,... < 100 DM,.. >= 7 years,4,male,single,none,1,real estate,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,< 0 DM,12,existing credits paid back duly till now,domestic appliances,1107,... < 100 DM,1 <= ... < 4 years,2,male,single,none,2,real estate,20,none,rent,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes
0,< 0 DM,21,existing credits paid back duly till now,car (new),3763,unknown/ no savings account,4 <= ... < 7 years,2,male,single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no
0,0 <= ... < 200 DM,36,existing credits paid back duly till now,(vacation - does not exist?),3711,unknown/ no savings account,1 <= ... < 4 years,2,male,married,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,delay in paying off in the past,car (used),3594,... < 100 DM,... < 1 year,1,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,46,none,own,2,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),3195,unknown/ no savings account,1 <= ... < 4 years,1,female,divorced,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes
0,no checking account,36,delay in paying off in the past,domestic appliances,4454,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,4,real estate,34,none,own,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),radio/television,4736,... < 100 DM,... < 1 year,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,2991,unknown/ no savings account,.. >= 7 years,2,female,divorced,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes
0,no checking account,11,existing credits paid back duly till now,business,2142,.. >= 1000 DM,.. >= 7 years,1,male,divorced,none,2,real estate,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,24,all credits at this bank paid back duly,business,3161,... < 100 DM,1 <= ... < 4 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,0 <= ... < 200 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,18424,... < 100 DM,1 <= ... < 4 years,1,female,divorced,none,2,if not A121 : building society savings agreement/ life insurance,32,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no
0,no checking account,10,existing credits paid back duly till now,car (used),2848,100 <= ... < 500 DM,1 <= ... < 4 years,1,male,single,co-applicant,2,real estate,32,none,own,1,skilled employee / official,2,none,yes
1,< 0 DM,6,existing credits paid back duly till now,car (new),14896,... < 100 DM,.. >= 7 years,1,male,single,none,4,unknown / no property,68,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,< 0 DM,24,existing credits paid back duly till now,radio/television,2359,100 <= ... < 500 DM,unemployed,1,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,33,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,24,existing credits paid back duly till now,radio/television,3345,... < 100 DM,.. >= 7 years,4,male,single,none,2,if not A121 : building society savings agreement/ life insurance,39,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
0,no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1817,... < 100 DM,1 <= ... < 4 years,4,female,divorced,none,2,unknown / no property,28,none,own,2,skilled employee / official,1,none,yes
0,no checking account,48,delay in paying off in the past,domestic appliances,12749,500 <= ... < 1000 DM,4 <= ... < 7 years,4,male,single,none,1,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes
1,< 0 DM,9,existing credits paid back duly till now,domestic appliances,1366,... < 100 DM,... < 1 year,3,female,divorced,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male,single,none,4,if not A121 : building society savings agreement/ life insurance,30,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes
1,< 0 DM,24,all credits at this bank paid back duly,radio/television,6872,... < 100 DM,... < 1 year,2,male,divorced,none,1,if not A121 : building society savings agreement/ life insurance,55,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes
1,< 0 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year,4,male,single,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes
