TypeOfDewelling,BldgType,AbvGrndLivArea,Neighborhood,KitchenQual,NumGarageCars,YearBuilt,YearRemodAdd,ExterQual,LotArea,LotShape,Fireplaces,NumBathroom,Basement1Type,Basement1SurfaceArea,Basement2Type,Basement2SurfaceArea,TotalBasementArea,GarageArea,1stFlrArea,2ndFlrArea,Utilities,OverallQual,SalePrice
2-STORY 1946 & NEWER,OneFam,5642,Edwards,Excellent,2,2008,2008,Excellent,63887,Irregular,3,2,GoodLivingQuarters,5644,Unfinshed,0,6110,1418,4692,950,AllUtilitiesAvl,10,160000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1246,NAmes,Good,1,1959,1994,Average,7500,Regular,0,1,LowQuality,340,AverageRecRoom,906,1246,305,1246,0,AllUtilitiesAvl,5,154000
2-STORY 1946 & NEWER,OneFam,1983,Gilbert,Good,2,1999,1999,Good,10762,SlightlyIrregular,1,2,GoodLivingQuarters,694,Unfinshed,0,978,490,1005,978,AllUtilitiesAvl,7,225000
2-STORY 1945 & OLDER,OneFam,1494,Crawfor,Good,1,1942,1950,Average,7500,SlightlyIrregular,2,1,BelowAverageLivingQuarters,547,Unfinshed,0,771,213,753,741,AllUtilitiesAvl,6,177500
2-STORY 1946 & NEWER,OneFam,2526,NoRidge,Good,3,1994,1994,Good,10120,Regular,1,2,GoodLivingQuarters,740,Unfinshed,0,1165,844,1203,1323,AllUtilitiesAvl,8,290000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1616,Somerst,Good,3,2005,2005,Good,8688,Regular,0,2,Unfinshed,0,Unfinshed,0,1616,834,1616,0,AllUtilitiesAvl,7,232000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1708,Edwards,Good,2,2004,2004,Good,3363,Regular,0,2,Unfinshed,0,Unfinshed,0,976,380,976,732,AllUtilitiesAvl,7,130000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1652,NridgHt,Excellent,2,2006,2007,Good,13173,SlightlyIrregular,2,2,GoodLivingQuarters,1572,Unfinshed,0,1652,840,1652,0,AllUtilitiesAvl,9,325000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1368,NridgHt,Good,2,2005,2006,Good,6955,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1368,474,1368,0,AllUtilitiesAvl,7,202500
1-STORY 1946 & NEWER ALL STYLES,OneFam,990,CollgCr,Average,2,1994,1995,Average,8072,Regular,0,1,AverageLivingQuarters,746,Unfinshed,0,990,480,990,0,AllUtilitiesAvl,5,138000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1122,OldTown,Good,2,1948,2005,Average,12000,Regular,0,1,GoodLivingQuarters,144,AverageLivingQuarters,608,924,528,1122,0,AllUtilitiesAvl,5,147000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1294,SawyerW,Good,2,1991,1991,Average,7153,Regular,0,2,GoodLivingQuarters,1200,Unfinshed,0,1278,496,1294,0,AllUtilitiesAvl,6,179200
1-STORY 1946 & NEWER ALL STYLES,OneFam,1902,Crawfor,Excellent,2,1959,2002,Good,17500,Regular,2,2,GoodLivingQuarters,1406,Unfinshed,0,1902,567,1902,0,AllUtilitiesAvl,7,335000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1274,CollgCr,Good,2,2005,2007,Good,8814,Regular,0,2,GoodLivingQuarters,925,Unfinshed,0,1274,508,1274,0,AllUtilitiesAvl,7,203000
2-STORY 1946 & NEWER,OneFam,2810,NoRidge,Good,2,1990,1990,Good,9572,SlightlyIrregular,1,2,GoodLivingQuarters,482,Unfinshed,0,1453,750,1453,1357,AllUtilitiesAvl,8,302000
2-STORY 1946 & NEWER,OneFam,2599,NoRidge,Good,3,1999,1999,Good,14774,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1393,779,1422,1177,AllUtilitiesAvl,9,333168
1-STORY 1946 & NEWER ALL STYLES,OneFam,948,Edwards,Average,1,1954,1954,Average,8190,Regular,1,1,AverageRecRoom,732,Unfinshed,0,948,280,948,0,AllUtilitiesAvl,4,119000
2-STORY 1946 & NEWER,OneFam,2112,NAmes,Average,2,1969,1969,Average,11075,Regular,2,2,AverageLivingQuarters,500,LowQuality,276,952,576,1092,1020,AllUtilitiesAvl,6,206900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1630,CollgCr,Excellent,3,2008,2008,Good,10226,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1622,860,1630,0,AllUtilitiesAvl,8,295493
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1352,Somerst,Good,2,2006,2007,Good,4230,Regular,1,2,Unfinshed,0,Unfinshed,0,1352,466,1352,0,AllUtilitiesAvl,7,208900
1-STORY 1946 & NEWER ALL STYLES,OneFam,1787,CollgCr,Good,3,2001,2002,Good,14781,ModeratelyIrregular,1,2,Unfinshed,0,Unfinshed,0,1753,748,1787,0,AllUtilitiesAvl,8,275000
1-STORY 1946 & NEWER ALL STYLES,OneFam,948,Edwards,Average,1,1954,1954,Average,10215,Regular,0,1,AverageLivingQuarters,492,Unfinshed,0,864,248,948,0,AllUtilitiesAvl,4,111000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1478,NAmes,Average,2,1957,1957,Average,8400,Regular,2,1,AverageLivingQuarters,189,AverageRecRoom,661,1478,442,1478,0,AllUtilitiesAvl,6,156500
1-STORY 1946 & NEWER ALL STYLES,OneFam,720,BrkSide,Average,1,1949,1950,Average,6627,SlightlyIrregular,0,1,,0,,0,0,287,720,0,AllUtilitiesAvl,3,72500
2-STORY 1946 & NEWER,OneFam,1923,NoRidge,Good,2,1992,1992,Good,10186,SlightlyIrregular,1,2,GoodLivingQuarters,674,Unfinshed,0,750,564,1061,862,AllUtilitiesAvl,7,190000
1-STORY 1945 & OLDER,OneFam,708,BrkSide,Fair,0,1940,1950,Fair,5330,Regular,0,1,LowQuality,280,Unfinshed,0,420,0,708,0,AllUtilitiesAvl,4,82500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1795,Somerst,Good,3,2006,2007,Good,9986,Regular,1,2,Unfinshed,0,Unfinshed,0,1795,895,1795,0,AllUtilitiesAvl,8,147000
1-STORY 1945 & OLDER,OneFam,796,IDOTRR,Average,0,1922,1950,Average,3636,Regular,0,1,Unfinshed,0,Unfinshed,0,796,0,796,0,AllUtilitiesAvl,4,55000
1-STORY 1945 & OLDER,OneFam,774,Edwards,Good,0,1931,2006,Average,4270,Regular,0,1,AverageRecRoom,544,Unfinshed,0,544,0,774,0,AllUtilitiesAvl,3,79000
1-STORY 1946 & NEWER ALL STYLES,OneFam,816,Mitchel,Good,1,1982,2008,Good,6600,Regular,1,1,AverageLivingQuarters,641,Unfinshed,0,816,264,816,0,AllUtilitiesAvl,5,130500
1-1/2 STORY FINISHED ALL AGES,OneFam,2792,OldTown,Average,2,1920,1950,Good,10440,Regular,2,2,LowQuality,493,Unfinshed,0,1510,520,1584,1208,AllUtilitiesAvl,6,256000
2-STORY 1946 & NEWER,OneFam,1632,Gilbert,Average,2,1998,1998,Average,9084,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,935,462,955,677,AllUtilitiesAvl,7,176500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1588,Somerst,Good,3,2006,2006,Good,10000,Regular,1,2,Unfinshed,0,Unfinshed,0,1588,825,1588,0,AllUtilitiesAvl,8,227000
SPLIT OR MULTI-LEVEL,OneFam,954,CollgCr,Average,2,1976,1976,Average,10780,SlightlyIrregular,0,1,AverageLivingQuarters,483,Unfinshed,0,911,576,954,0,AllUtilitiesAvl,5,132500
1-STORY 1946 & NEWER ALL STYLES,OneFam,816,Edwards,Average,1,1938,1958,Average,8877,Regular,1,1,AverageLivingQuarters,690,Unfinshed,0,816,288,816,0,AllUtilitiesAvl,4,100000
1-1/2 STORY FINISHED ALL AGES,OneFam,1360,IDOTRR,Good,1,1938,1995,Average,7200,Regular,0,1,Unfinshed,0,Unfinshed,0,803,297,803,557,AllUtilitiesAvl,5,125500
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1365,BrDale,Average,2,1970,1970,Average,2368,Regular,0,1,LowQuality,765,Unfinshed,0,765,440,765,600,AllUtilitiesAvl,5,125000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1334,NWAmes,Average,2,1977,1977,Average,9650,Regular,1,2,AverageLivingQuarters,686,Unfinshed,0,1350,630,1334,0,AllUtilitiesAvl,6,167900
DUPLEX - ALL STYLES AND AGES,Duplex,1656,NWAmes,Average,2,1973,1973,Average,9246,SlightlyIrregular,0,2,Unfinshed,0,Unfinshed,0,1656,506,1656,0,AllUtilitiesAvl,5,135000
1-STORY 1945 & OLDER,OneFam,693,OldTown,Fair,0,1941,1950,Average,4118,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,693,0,693,0,AllUtilitiesAvl,4,52500
2-STORY 1946 & NEWER,OneFam,1861,CollgCr,Good,2,2002,2002,Good,13450,SlightlyIrregular,0,2,GoodLivingQuarters,700,Unfinshed,0,916,492,920,941,AllUtilitiesAvl,7,200000
1-STORY 1946 & NEWER ALL STYLES,OneFam,864,CollgCr,Average,1,1972,1972,Average,9560,SlightlyIrregular,0,1,AverageRecRoom,360,Unfinshed,0,864,288,864,0,AllUtilitiesAvl,5,128500
1-STORY 1946 & NEWER ALL STYLES,OneFam,872,NAmes,Average,4,1971,1971,Average,8294,Regular,0,1,Unfinshed,0,Unfinshed,0,858,480,872,0,AllUtilitiesAvl,4,123000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1114,SawyerW,Good,2,2003,2004,Average,13695,Regular,0,1,GoodLivingQuarters,814,Unfinshed,0,1114,576,1114,0,AllUtilitiesAvl,6,155000
2-STORY 1946 & NEWER,OneFam,2169,CollgCr,Good,2,2002,2002,Good,9375,Regular,1,2,Unfinshed,0,Unfinshed,0,1284,647,1284,885,AllUtilitiesAvl,8,228500
1-1/2 STORY FINISHED ALL AGES,OneFam,1913,Crawfor,Average,2,1928,1950,Average,7558,Regular,1,1,Unfinshed,0,Unfinshed,0,896,342,1172,741,AllUtilitiesAvl,6,177000
2-STORY 1946 & NEWER,OneFam,1456,CollgCr,Good,2,2006,2006,Good,11103,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,728,440,728,728,AllUtilitiesAvl,7,155835
1-STORY 1945 & OLDER,OneFam,960,OldTown,Fair,1,1920,1950,Average,6000,Regular,0,1,AverageLivingQuarters,250,Unfinshed,0,960,308,960,0,AllUtilitiesAvl,4,108500
1-STORY 1946 & NEWER ALL STYLES,OneFam,2156,NWAmes,Average,2,1968,2003,Average,20781,ModeratelyIrregular,1,2,BelowAverageLivingQuarters,297,AverageRecRoom,68,1568,508,2156,0,AllUtilitiesAvl,7,262500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1776,Timber,Good,3,2006,2007,Good,15306,SlightlyIrregular,1,2,GoodLivingQuarters,80,Unfinshed,0,1732,712,1776,0,AllUtilitiesAvl,8,283463
1-STORY 1946 & NEWER ALL STYLES,OneFam,1494,SawyerW,Good,2,1998,1998,Good,16196,Irregular,1,2,GoodLivingQuarters,1443,Unfinshed,0,1482,514,1494,0,AllUtilitiesAvl,7,215000
2-STORY 1945 & OLDER,OneFam,2358,OldTown,Average,0,1872,1987,Average,5250,Regular,0,2,LowQuality,259,Unfinshed,0,684,0,938,1215,AllUtilitiesAvl,8,122000
DUPLEX - ALL STYLES AND AGES,Duplex,2634,NAmes,Average,4,1969,1969,Average,11643,Regular,0,2,LowQuality,500,Unfinshed,0,1248,968,1338,1296,AllUtilitiesAvl,5,200000
2-STORY 1946 & NEWER,OneFam,1716,NAmes,Average,2,1962,1962,Average,9247,SlightlyIrregular,1,1,AverageRecRoom,319,Unfinshed,0,858,490,858,858,AllUtilitiesAvl,6,171000
1-1/2 STORY FINISHED ALL AGES,OneFam,1176,BrkSide,Average,2,1937,2000,Good,6000,Regular,0,1,Unfinshed,0,Unfinshed,0,698,624,786,390,AllUtilitiesAvl,6,134900
1-1/2 STORY FINISHED ALL AGES,OneFam,3238,NoRidge,Good,3,1995,1996,Good,14720,SlightlyIrregular,1,2,GoodLivingQuarters,816,Unfinshed,0,2033,666,2053,1185,AllUtilitiesAvl,8,410000
2-STORY 1946 & NEWER,OneFam,1865,CollgCr,Good,3,2000,2000,Good,10316,SlightlyIrregular,1,2,GoodLivingQuarters,735,Unfinshed,0,992,839,992,873,AllUtilitiesAvl,7,235000
SPLIT OR MULTI-LEVEL,OneFam,1920,NWAmes,Good,2,1968,1992,Average,10192,SlightlyIrregular,1,3,Unfinshed,0,Unfinshed,0,570,487,1222,698,AllUtilitiesAvl,7,170000
1-STORY 1946 & NEWER ALL STYLES,OneFam,892,NAmes,Average,1,1966,1966,Average,9477,Regular,0,1,AverageRecRoom,340,Unfinshed,0,864,264,892,0,AllUtilitiesAvl,5,110000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1078,NAmes,Average,2,1971,2008,Average,12537,SlightlyIrregular,1,1,GoodLivingQuarters,734,Unfinshed,0,1078,500,1078,0,AllUtilitiesAvl,5,149900
2-STORY PUD - 1946 & NEWER,Twnhs,1573,Somerst,Good,2,2000,2000,Good,2117,Regular,0,2,GoodLivingQuarters,378,Unfinshed,0,756,440,769,804,AllUtilitiesAvl,6,177500
1-STORY 1946 & NEWER ALL STYLES,OneFam,1980,NridgHt,Excellent,3,2004,2005,Good,16737,Regular,1,2,GoodLivingQuarters,1447,Unfinshed,0,1980,770,1980,0,AllUtilitiesAvl,9,315000
2-STORY 1945 & OLDER,OneFam,2601,SWISU,Average,2,1921,1998,Average,9842,Regular,0,3,Unfinshed,0,Unfinshed,0,612,621,990,1611,AllUtilitiesAvl,5,189000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1530,StoneBr,Good,2,2005,2005,Good,16158,SlightlyIrregular,1,2,AverageLivingQuarters,1274,Unfinshed,0,1530,430,1530,0,AllUtilitiesAvl,7,260000
1-1/2 STORY FINISHED ALL AGES,OneFam,1738,NAmes,Average,1,1920,2007,Average,12513,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,715,368,1281,457,AllUtilitiesAvl,4,104900
2-STORY 1946 & NEWER,OneFam,1412,Gilbert,Good,2,2006,2007,Average,8499,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,616,432,616,796,AllUtilitiesAvl,6,156932
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1200,Somerst,Good,2,2005,2005,Good,3180,Regular,0,2,Unfinshed,0,Unfinshed,0,600,480,520,600,AllUtilitiesAvl,7,144152
2-STORY 1946 & NEWER,OneFam,1674,Somerst,Good,2,2000,2000,Good,7500,Regular,0,2,GoodLivingQuarters,533,Unfinshed,0,814,663,814,860,AllUtilitiesAvl,7,216000
2-STORY 1946 & NEWER,OneFam,1790,CollgCr,Good,2,1999,1999,Good,9179,SlightlyIrregular,0,2,GoodLivingQuarters,633,Unfinshed,0,873,588,882,908,AllUtilitiesAvl,7,193000
2-STORY PUD - 1946 & NEWER,TownhouseEndUnit,1475,MeadowV,Average,1,1977,1977,Average,2665,Regular,1,2,AverageLivingQuarters,548,AverageRecRoom,173,757,336,925,550,AllUtilitiesAvl,5,127000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,848,CollgCr,Good,2,2003,2004,Good,4435,Regular,0,1,GoodLivingQuarters,685,Unfinshed,0,848,420,848,0,AllUtilitiesAvl,6,144000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1668,CollgCr,Good,2,2003,2003,Good,10635,ModeratelyIrregular,1,2,BelowAverageLivingQuarters,370,GoodLivingQuarters,972,1657,502,1668,0,AllUtilitiesAvl,8,232000
1-1/2 STORY FINISHED ALL AGES,OneFam,1374,OldTown,Average,1,1920,1950,Fair,5400,Regular,0,1,AverageLivingQuarters,315,AverageRecRoom,105,840,338,840,534,AllUtilitiesAvl,4,105000
SPLIT OR MULTI-LEVEL,OneFam,1661,NAmes,Good,1,1955,1996,Average,9600,Regular,1,1,BelowAverageLivingQuarters,831,Unfinshed,0,992,377,1661,0,AllUtilitiesAvl,6,165500
2-STORY 1946 & NEWER,OneFam,2097,CollgCr,Good,2,1998,1998,Average,9750,Regular,1,2,GoodLivingQuarters,975,Unfinshed,0,1108,583,1108,989,AllUtilitiesAvl,7,274300
1-STORY 1946 & NEWER ALL STYLES,OneFam,2633,NoRidge,Excellent,3,2001,2002,Excellent,11400,Regular,2,2,GoodLivingQuarters,1282,Unfinshed,0,2633,804,2633,0,AllUtilitiesAvl,10,466500
2-STORY 1946 & NEWER,OneFam,1958,Somerst,Good,3,2005,2005,Good,10625,Regular,1,2,Unfinshed,0,Unfinshed,0,1026,936,1026,932,AllUtilitiesAvl,7,250000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1571,Timber,Good,3,2007,2007,Good,10991,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1571,722,1571,0,AllUtilitiesAvl,8,239000
1-STORY 1945 & OLDER,OneFam,790,SWISU,Average,1,1930,1950,Average,6292,Regular,0,1,AverageRecRoom,384,Unfinshed,0,768,160,790,0,AllUtilitiesAvl,6,91000
1-1/2 STORY FINISHED ALL AGES,OneFam,1604,Edwards,Average,2,1941,1960,Average,10998,Regular,0,2,LowQuality,408,BelowAverageLivingQuarters,420,984,660,984,620,AllUtilitiesAvl,5,117000
2-STORY PUD - 1946 & NEWER,Twnhs,987,BrDale,Average,1,1973,1973,Average,1953,Regular,0,1,BelowAverageLivingQuarters,309,Unfinshed,0,483,264,483,504,AllUtilitiesAvl,6,83000
SPLIT OR MULTI-LEVEL,OneFam,1394,Timber,Good,2,2006,2007,Average,9735,Regular,0,2,Unfinshed,0,Unfinshed,0,384,400,754,640,AllUtilitiesAvl,5,167500
1-STORY 1945 & OLDER,OneFam,864,Edwards,Average,1,1914,1950,Average,8212,Regular,0,1,AverageRecRoom,203,Unfinshed,0,864,200,864,0,AllUtilitiesAvl,3,58500
1-STORY 1946 & NEWER ALL STYLES,OneFam,2117,NAmes,Average,2,1970,1970,Average,12925,SlightlyIrregular,2,2,BelowAverageLivingQuarters,865,Unfinshed,0,1205,550,2117,0,AllUtilitiesAvl,6,237500
2-STORY 1945 & OLDER,OneFam,1762,OldTown,Good,2,1920,1950,Average,7200,Regular,0,1,Unfinshed,0,Unfinshed,0,596,576,998,764,AllUtilitiesAvl,7,157000
1-STORY 1945 & OLDER,OneFam,1416,Sawyer,Good,2,1918,2007,Average,25339,Regular,0,2,Unfinshed,0,Unfinshed,0,816,576,1416,0,AllUtilitiesAvl,5,112000
1-1/2 STORY FINISHED ALL AGES,OneFam,1258,Edwards,Average,1,1939,1950,Average,9060,Regular,0,1,AverageRecRoom,204,Unfinshed,0,560,280,698,560,AllUtilitiesAvl,6,105000
1-1/2 STORY FINISHED ALL AGES,OneFam,1154,IDOTRR,Good,1,1922,2007,Average,5436,Regular,0,1,BelowAverageLivingQuarters,735,Unfinshed,0,796,240,796,358,AllUtilitiesAvl,4,125500
2-STORY 1946 & NEWER,OneFam,2784,NWAmes,Good,2,1978,1978,Average,16692,SlightlyIrregular,2,3,BelowAverageLivingQuarters,790,LowQuality,469,1392,564,1392,1392,AllUtilitiesAvl,7,250000
1-1/2 STORY FINISHED ALL AGES,OneFam,2526,OldTown,Good,1,1916,1950,Average,8520,Regular,1,2,AverageRecRoom,168,LowQuality,546,714,216,1664,862,AllUtilitiesAvl,6,136000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1746,Gilbert,Excellent,3,2006,2007,Excellent,14892,SlightlyIrregular,2,2,GoodLivingQuarters,1320,Unfinshed,0,1746,758,1746,0,AllUtilitiesAvl,9,377500
1-1/2 STORY FINISHED ALL AGES,OneFam,1218,BrkSide,Average,2,1941,1950,Average,6000,Regular,1,1,AverageLivingQuarters,375,Unfinshed,0,735,440,869,349,AllUtilitiesAvl,6,131000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1525,CollgCr,Good,2,2000,2000,Good,9100,Regular,0,2,GoodLivingQuarters,1400,Unfinshed,0,1525,541,1525,0,AllUtilitiesAvl,7,235000
DUPLEX - ALL STYLES AND AGES,Duplex,1584,NAmes,Average,3,1967,1967,Average,8944,Regular,0,2,Unfinshed,0,Unfinshed,0,1584,792,1584,0,AllUtilitiesAvl,5,124000
SPLIT FOYER,OneFam,900,NAmes,Average,1,1967,1967,Average,7838,Regular,1,1,AverageLivingQuarters,769,Unfinshed,0,864,288,900,0,AllUtilitiesAvl,5,123000
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,1912,OldTown,Average,2,1905,2000,Average,10800,Regular,1,2,Unfinshed,0,Unfinshed,0,482,672,1221,691,AllUtilitiesAvl,6,163000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1500,Blmngtn,Good,3,2006,2006,Good,4045,Regular,1,2,GoodLivingQuarters,1070,Unfinshed,0,1356,648,1500,0,AllUtilitiesAvl,7,246578
2-STORY 1946 & NEWER,OneFam,2482,Timber,Good,3,2005,2006,Good,12665,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,1094,642,1133,1349,AllUtilitiesAvl,8,281213
1-STORY 1946 & NEWER ALL STYLES,OneFam,1687,Timber,Average,2,1948,1950,Average,57200,SlightlyIrregular,2,1,BelowAverageLivingQuarters,353,AverageRecRoom,334,747,572,1687,0,AllUtilitiesAvl,5,160000
2-STORY 1945 & OLDER,OneFam,1513,BrkSide,Average,1,1920,2004,Average,6120,Regular,0,1,Unfinshed,0,Unfinshed,0,939,180,939,574,AllUtilitiesAvl,5,137500
1-1/2 STORY FINISHED ALL AGES,OneFam,1904,NAmes,Average,1,1950,1982,Average,7200,Regular,0,1,AverageRecRoom,180,BelowAverageLivingQuarters,352,1208,240,1136,768,AllUtilitiesAvl,5,138000
1-1/2 STORY FINISHED ALL AGES,OneFam,1608,SWISU,Good,1,1925,1990,Average,6171,Regular,1,2,BelowAverageLivingQuarters,264,Unfinshed,0,976,216,1160,448,AllUtilitiesAvl,6,137450
1-1/2 STORY FINISHED ALL AGES,OneFam,1158,BrkSide,Average,1,1929,1950,Average,6000,Regular,1,1,Unfinshed,0,Unfinshed,0,862,208,950,208,AllUtilitiesAvl,6,120000
2-STORY 1946 & NEWER,OneFam,1593,Gilbert,Average,2,2004,2004,Average,7415,SlightlyIrregular,1,2,GoodLivingQuarters,759,Unfinshed,0,839,398,864,729,AllUtilitiesAvl,6,193000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1294,CollgCr,Good,2,2006,2006,Good,6762,Regular,1,2,Unfinshed,0,Unfinshed,0,1286,662,1294,0,AllUtilitiesAvl,7,193879
1-STORY 1946 & NEWER ALL STYLES,OneFam,1464,Somerst,Good,3,2007,2007,Good,15256,SlightlyIrregular,0,2,GoodLivingQuarters,929,Unfinshed,0,1485,754,1464,0,AllUtilitiesAvl,8,282922
1-1/2 STORY FINISHED ALL AGES,OneFam,1214,OldTown,Average,3,1915,1950,Average,10410,Regular,0,1,Unfinshed,0,Unfinshed,0,672,936,694,520,AllUtilitiesAvl,3,105000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1646,Crawfor,Good,2,2004,2005,Good,3842,SlightlyIrregular,1,2,GoodLivingQuarters,1373,Unfinshed,0,1594,482,1646,0,AllUtilitiesAvl,8,275000
SPLIT FOYER,OneFam,768,CollgCr,Average,2,1972,2007,Average,8445,Regular,0,1,GoodLivingQuarters,656,Unfinshed,0,768,396,768,0,AllUtilitiesAvl,5,133000
1-STORY 1946 & NEWER ALL STYLES,OneFam,833,Mitchel,Average,0,1985,1985,Average,8780,SlightlyIrregular,0,1,AverageLivingQuarters,625,Unfinshed,0,833,0,833,0,AllUtilitiesAvl,5,112000
2-STORY 1945 & OLDER,OneFam,1363,OldTown,Average,2,1910,1950,Average,7740,Regular,0,1,Unfinshed,0,Unfinshed,0,622,528,741,622,AllUtilitiesAvl,4,125500
2-STORY 1946 & NEWER,OneFam,2093,NWAmes,Average,2,1986,1991,Average,20544,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,791,542,1236,857,AllUtilitiesAvl,7,215000
2-STORY 1946 & NEWER,OneFam,1840,CollgCr,Good,2,2001,2001,Good,12420,Regular,0,2,GoodLivingQuarters,666,Unfinshed,0,944,622,944,896,AllUtilitiesAvl,7,230000
1-1/2 STORY FINISHED ALL AGES,OneFam,1668,NAmes,Average,1,1950,2005,Average,9600,Regular,0,1,BelowAverageLivingQuarters,120,Unfinshed,0,856,271,1112,556,AllUtilitiesAvl,6,140000
DUPLEX - ALL STYLES AND AGES,Duplex,1040,NAmes,Average,2,1949,1950,Average,7200,Regular,0,2,,0,,0,0,420,1040,0,AllUtilitiesAvl,4,90000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1844,SawyerW,Good,2,2005,2006,Good,10994,SlightlyIrregular,1,2,GoodLivingQuarters,976,Unfinshed,0,1844,620,1844,0,AllUtilitiesAvl,8,257000
1-1/2 STORY FINISHED ALL AGES,OneFam,1848,BrkSide,Good,2,1923,2000,Average,13053,Regular,1,1,Unfinshed,0,Unfinshed,0,833,370,1053,795,AllUtilitiesAvl,6,207000
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1569,Blmngtn,Good,3,2007,2007,Good,3635,Regular,1,2,AverageLivingQuarters,988,Unfinshed,0,1386,660,1569,0,AllUtilitiesAvl,7,175900
2 FAMILY CONVERSION - ALL STYLES AND AGES,2fmCon,2290,OldTown,Average,2,1885,1950,Average,11340,Regular,0,2,Unfinshed,0,Unfinshed,0,777,560,1246,1044,AllUtilitiesAvl,4,122500
2-STORY 1946 & NEWER,OneFam,2450,NoRidge,Good,3,1998,1998,Good,16545,SlightlyIrregular,1,2,GoodLivingQuarters,781,Unfinshed,0,1284,1069,1310,1140,AllUtilitiesAvl,8,340000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1144,NAmes,Average,1,1963,1963,Average,9204,Regular,0,1,BelowAverageLivingQuarters,25,AverageRecRoom,872,1144,336,1144,0,AllUtilitiesAvl,5,124000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1844,Crawfor,Good,2,1969,1969,Good,16381,SlightlyIrregular,1,2,AverageRecRoom,1110,Unfinshed,0,1844,540,1844,0,AllUtilitiesAvl,6,223000
2-STORY 1946 & NEWER,OneFam,1416,NWAmes,Average,2,1968,1968,Average,11700,Regular,1,2,AverageLivingQuarters,404,Unfinshed,0,708,776,708,708,AllUtilitiesAvl,6,179900
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,1069,NPkVill,Average,2,1977,1977,Average,4043,Regular,1,2,AverageLivingQuarters,360,Unfinshed,0,1069,440,1069,0,AllUtilitiesAvl,6,127500
1-STORY PUD (Planned Unit Development) - 1946 & NEWER,TownhouseEndUnit,848,CollgCr,Good,2,2003,2003,Good,4435,Regular,0,1,GoodLivingQuarters,686,Unfinshed,0,848,420,848,0,AllUtilitiesAvl,6,136500
SPLIT OR MULTI-LEVEL,OneFam,2201,Edwards,Good,2,1966,1966,Good,19690,SlightlyIrregular,1,2,Unfinshed,0,Unfinshed,0,697,432,1575,626,AllUtilitiesAvl,6,274970
1-STORY 1946 & NEWER ALL STYLES,OneFam,1344,NAmes,Average,1,1958,1983,Average,9503,Regular,1,1,AverageLivingQuarters,457,AverageRecRoom,374,1024,484,1344,0,AllUtilitiesAvl,5,144000
1-STORY 1946 & NEWER ALL STYLES,OneFam,1252,NAmes,Good,2,1959,1959,Good,10721,SlightlyIrregular,0,1,Unfinshed,0,Unfinshed,0,1252,528,1252,0,AllUtilitiesAvl,6,142000
